organisationunitid,organisationunituid,name,level,uidlevel1,level1name,uidlevel2,level2name,uidlevel3,level3name,uidlevel4,level4name,uidlevel5,level5name,uidlevel6,level6name,uidlevel7,level7name,code
2171162,jkp5e4DXPU1,Apwori Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,LxzdJmcM8M6,Chawente Subcounty,jkp5e4DXPU1,Apwori Health Centre III,p.ug.DHIS2.CWtHofajIfs
2166504,xXjQIwhs0t1,Chawente Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,LxzdJmcM8M6,Chawente Subcounty,xXjQIwhs0t1,Chawente Health Centre III,p.ug.DHIS2.tvw7mudvx3r
2151000,LxzdJmcM8M6,Chawente Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,LxzdJmcM8M6,Chawente Subcounty,,,p.ug.4.Chawente Subcounty
2166568,xKHw7Xkk2Gw,Aninolal Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,XQyryyKLybA,Inomo Subcounty,xKHw7Xkk2Gw,Aninolal Health Centre II,p.ug.DHIS2.X9SkLC9yE4f
2168887,JwWDIGagJIV,Inomo Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,XQyryyKLybA,Inomo Subcounty,JwWDIGagJIV,Inomo Health Centre III,p.ug.DHIS2.mKvTS1QMd3x
2150998,XQyryyKLybA,Inomo Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,XQyryyKLybA,Inomo Subcounty,,,p.ug.4.Inomo Subcounty
2167404,AEFYofkvXER,Acwao Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,Mnk2yaO5GsC,Nambieso Subcounty,AEFYofkvXER,Acwao Health Centre II,p.ug.DHIS2.L8aG2wV3SbE
2165987,VG56vfLMfYK,Nambieso Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,Mnk2yaO5GsC,Nambieso Subcounty,VG56vfLMfYK,Nambieso Health Centre III,p.ug.DHIS2.ZgwhRJCKYcN
2167403,wrjt5Cb9Izo,Owiny Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,Mnk2yaO5GsC,Nambieso Subcounty,wrjt5Cb9Izo,Owiny Health Centre II,p.ug.DHIS2.RODBUPIK6Qc
2150995,Mnk2yaO5GsC,Nambieso Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,Mnk2yaO5GsC,Nambieso Subcounty,,,p.ug.4.Nambieso Subcounty
44142581,AleGvYmLIii,Kwania District,5,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,AleGvYmLIii,Kwania District,,,,,p.ug.3.Kwania District
2170035,G4WSC61EtxB,Kitgum Agoro,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,G4WSC61EtxB,Kitgum Agoro,p.ug.DHIS2.aIz2FmlRz5s
2164697,lhEvMUPszDG,Lamwo Agoro Health Centre III GOVT,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,lhEvMUPszDG,Lamwo Agoro Health Centre III GOVT,p.ug.DHIS2.tvKjvN8d4rR
45154087,Yf6j01x3FDE,Lututuru Prison Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,Yf6j01x3FDE,Lututuru Prison Clinic,
2164698,G1QkW8tM7PN,Pawach Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,G1QkW8tM7PN,Pawach Health Centre II,p.ug.DHIS2.V3tE4k6mED1
2166317,jHRSerhycAg,Potika Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,jHRSerhycAg,Potika Health Centre II,p.ug.DHIS2.a0zKrkhl5M6
2163008,cofIiqkros2,Agoro Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,cofIiqkros2,Agoro Subcounty,,,p.ug.4.Agoro Subcounty
2167094,zNe44Hb29ZA,Dibolyec Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,zNe44Hb29ZA,Dibolyec Health Centre II,p.ug.DHIS2.XBRMWAS3FO2
2167093,RikldwClpUM,Lokung Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,RikldwClpUM,Lokung Health Centre III,p.ug.DHIS2.MV2QkTgUIz1
2165509,EeO96NJ9kKC,Mgomoromo/Ngomoroma Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,EeO96NJ9kKC,Mgomoromo/Ngomoroma Health Centre II,p.ug.DHIS2.ahIE2es9s39
2165508,xKvBMy2LZ45,Pangira Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,xKvBMy2LZ45,Pangira Health Centre II,p.ug.DHIS2.fnse10SronT
41338114,GmaB8dJxOnT,Pearl Medical Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,GmaB8dJxOnT,Pearl Medical Clinic,
2150455,nMnV8sxGGti,Lokung Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,nMnV8sxGGti,Lokung Subcounty,,,p.ug.4.Lokung Subcounty
2169745,GBqxzSy1lfd,Madi-Opei Health Centre IV,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,sZ8YUCJwC1A,Madi Opei Subcounty,GBqxzSy1lfd,Madi-Opei Health Centre IV,p.ug.DHIS2.Z3lDSWMFUyS
2165568,nkTSbL0TetE,Okol Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,sZ8YUCJwC1A,Madi Opei Subcounty,nkTSbL0TetE,Okol Health Centre II,p.ug.DHIS2.t7sCLD2E7gA
2163009,sZ8YUCJwC1A,Madi Opei Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,sZ8YUCJwC1A,Madi Opei Subcounty,,,p.ug.4.Madi Opei Subcounty
2171136,g9F5hHYPOF4,Katum Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,Akbkz1lc4YV,Padibe East Subcounty,g9F5hHYPOF4,Katum Health Centre II,p.ug.DHIS2.a4WmbJQWIME
2170668,v3D0xe1ZlIY,Ogako Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,Akbkz1lc4YV,Padibe East Subcounty,v3D0xe1ZlIY,Ogako Health Centre II,p.ug.DHIS2.p1DN5s8Iw8F
2150450,Akbkz1lc4YV,Padibe East Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,Akbkz1lc4YV,Padibe East Subcounty,,,p.ug.4.Padibe East Subcounty
2169858,tFKspkr9szN,Padibe Health Centre IV,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,UJyFKHU76K9,Padibe Town Council,tFKspkr9szN,Padibe Health Centre IV,p.ug.DHIS2.H026HbOAZFN
2170391,iM6XwEgkD4o,St. Peter And Paul Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,UJyFKHU76K9,Padibe Town Council,iM6XwEgkD4o,St. Peter And Paul Health Centre III,p.ug.DHIS2.U1ijnXGUuGE
2150456,UJyFKHU76K9,Padibe Town Council,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,UJyFKHU76K9,Padibe Town Council,,,p.ug.4.Padibe Town Council
2166229,jR7gmKldyUf,Madi Kiloch Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,RtN9lMBj3hf,Padibe West Subcounty,jR7gmKldyUf,Madi Kiloch Health Centre II,p.ug.DHIS2.pulKKykB9je
2170870,dldq7S93ibD,Padibe West Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,RtN9lMBj3hf,Padibe West Subcounty,dldq7S93ibD,Padibe West Health Centre III,p.ug.DHIS2.K74ysFimUwH
2150451,RtN9lMBj3hf,Padibe West Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,RtN9lMBj3hf,Padibe West Subcounty,,,p.ug.4.Padibe West Subcounty
2170012,KF5NmWBGN1w,Anaka Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,BUTNDlPMrvR,Palabek Gem Subcounty,KF5NmWBGN1w,Anaka Health Centre II,p.ug.DHIS2.bLzMzz5fzGQ
2167578,BT1UERKCwd4,Palabek-Gem Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,BUTNDlPMrvR,Palabek Gem Subcounty,BT1UERKCwd4,Palabek-Gem Health Centre III,p.ug.DHIS2.aNW8E8PWwck
2150454,BUTNDlPMrvR,Palabek Gem Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,BUTNDlPMrvR,Palabek Gem Subcounty,,,p.ug.4.Palabek Gem Subcounty
2170393,OPn1zeRnh9c,Kapeta Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,OPn1zeRnh9c,Kapeta Health Centre II,p.ug.DHIS2.p0bIifvmV47
2166245,l1qB9dm9Igg,Lamwo Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,l1qB9dm9Igg,Lamwo Health Centre II,p.ug.DHIS2.nxZjmCqDdM7
45154212,jtGWhYNner1,Lamwo Prison HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,jtGWhYNner1,Lamwo Prison HC II,
2166244,SSmAlI6CfNU,Palabek-Kal Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,SSmAlI6CfNU,Palabek-Kal Health Centre III,p.ug.DHIS2.VLi163AL9A0
2170716,RDxJnK3mVcw,Pauma Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,RDxJnK3mVcw,Pauma Health Centre II,p.ug.DHIS2.Js1aBKNVudQ
2164387,CeRz7wsfw1c,Palabek Kal Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,CeRz7wsfw1c,Palabek Kal Subcounty,,,p.ug.4.Palabek Kal Subcounty
41337728,aM2Yf0YQHxV,Apyeta Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,u7xNUSXmxqq,Palabek Ogili Subcounty,aM2Yf0YQHxV,Apyeta Health Centre II,
2171151,vy0CiISNpMC,Palabek Ogili Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,u7xNUSXmxqq,Palabek Ogili Subcounty,vy0CiISNpMC,Palabek Ogili Health Centre III,p.ug.DHIS2.lmi2JiLawTV
2150452,u7xNUSXmxqq,Palabek Ogili Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,u7xNUSXmxqq,Palabek Ogili Subcounty,,,p.ug.4.Palabek Ogili Subcounty
2166252,DzRq3wQsJvG,Paloga Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,ZnJfUor0qxg,Paloga Subcounty,DzRq3wQsJvG,Paloga Health Centre III,p.ug.DHIS2.aod4x8edzQu
2161206,ZnJfUor0qxg,Paloga Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,ZnJfUor0qxg,Paloga Subcounty,,,p.ug.4.Paloga Subcounty
2141830,vG7S9jJp8I1,Lamwo District,5,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,vG7S9jJp8I1,Lamwo District,,,,,p.ug.3.Lamwo District
43990999,zigONKZ4QTP,Anyangatir HCIII,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,zigONKZ4QTP,Anyangatir HCIII,
2164678,jD0UnpNdkAH,Anyangatir Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,jD0UnpNdkAH,Anyangatir Health Centre II,p.ug.DHIS2.PLdHddb1W06
2166309,PJ320u9ymE3,Boroboro Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,PJ320u9ymE3,Boroboro Health Centre III,p.ug.DHIS2.aHYpuUgnA4P
45154090,cdfIZvvQfFF,Erute Prison HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,cdfIZvvQfFF,Erute Prison HC II,
2164679,YEp5gt4PYnR,Erute Prisons Health CentreII,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,YEp5gt4PYnR,Erute Prisons Health CentreII,p.ug.DHIS2.HKw4Bu0mBp5
43991338,AmJKLdZPk8m,Ongica HCIII --Delete,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,AmJKLdZPk8m,Ongica HCIII --Delete,
2164680,Sg2ufWj0n4M,St. Francis,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,Sg2ufWj0n4M,St. Francis,p.ug.DHIS2.XLZVJib9KN7
2150460,HNoXCfAuSqo,Adekokwok Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,HNoXCfAuSqo,Adekokwok Subcounty,,,p.ug.4.Adekokwok Subcounty
43990984,XVxGmYzbrbO,Adyel  HCIII,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,XVxGmYzbrbO,Adyel  HCIII,
2164694,SeIvV075Zyz,Ayira Health Services,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,SeIvV075Zyz,Ayira Health Services,p.ug.DHIS2.FkTtVWHYtc1
2164696,jS25xEbTAHi,Giftlife Clinic Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,jS25xEbTAHi,Giftlife Clinic Health Centre II,p.ug.DHIS2.uQv04QaavNU
2164695,NfaaeF7plT0,Lira Police Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,NfaaeF7plT0,Lira Police Health Centre II,p.ug.DHIS2.txg2NyXpr9D
2168637,aUH0fipsE3g,Lira Prisons Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,aUH0fipsE3g,Lira Prisons Health Centre II,p.ug.DHIS2.Ry65daFfEML
2170044,EdzJdGrq3BP,Lira REGIONAL REF HOSPITAL,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,EdzJdGrq3BP,Lira REGIONAL REF HOSPITAL,p.ug.DHIS2.cK5namCwmbW
45154091,lOnCJVRjC9U,Lira Women Prison HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,lOnCJVRjC9U,Lira Women Prison HC II,
41354679,UPD5iFc2qS3,Q & J Clinic HC II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,UPD5iFc2qS3,Q & J Clinic HC II,
2166315,fpLDGXuCvW0,Reproductive Health Uganda Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,fpLDGXuCvW0,Reproductive Health Uganda Health Centre III,p.ug.DHIS2.hMwLP1XZ3v6
2150459,CzeXvr3j2Tu,Adyel Division,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,CzeXvr3j2Tu,Adyel Division,,,p.ug.4.Adyel Division
2171003,Om7XiZ4rFaL,Agali Health Centre III,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,iF9ipXTld3i,Agali Subcounty,Om7XiZ4rFaL,Agali Health Centre III,p.ug.DHIS2.I9nJzN3m8qL
2151318,iF9ipXTld3i,Agali Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,iF9ipXTld3i,Agali Subcounty,,,p.ug.4.Agali Subcounty
43990979,aApej0B4WMH,Abala HCIII--delete,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,zcsGzdbUUrS,Agweng Subcounty,aApej0B4WMH,Abala HCIII--delete,
2166319,NZveauz4biY,Abala Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,zcsGzdbUUrS,Agweng Subcounty,NZveauz4biY,Abala Health Centre II,p.ug.DHIS2.E9a1cflRJZf
43991137,o1paNejJNMS,Heaven of Peace Maternity Home HCIII,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,zcsGzdbUUrS,Agweng Subcounty,o1paNejJNMS,Heaven of Peace Maternity Home HCIII,
41338169,YMHTKmsdO1M,Shimoni Maternity Centre Clinic,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,zcsGzdbUUrS,Agweng Subcounty,YMHTKmsdO1M,Shimoni Maternity Centre Clinic,
2163178,zcsGzdbUUrS,Agweng Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,zcsGzdbUUrS,Agweng Subcounty,,,p.ug.4.Agweng Subcounty
44142712,tmpCmj3hqKC,Agweng Town Council,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,tmpCmj3hqKC,Agweng Town Council,,,p.ug.4.Agweng Town Council
2168653,U9sQpPuTrmb,Alik Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,w1eEMvV7mxz,Amach Subcounty,U9sQpPuTrmb,Alik Health Centre II,p.ug.DHIS2.uw6cL0Wrx8k
2164734,cfy9cOni5AM,Amach Health Centre IV,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,w1eEMvV7mxz,Amach Subcounty,cfy9cOni5AM,Amach Health Centre IV,p.ug.DHIS2.ah2PY0hhVkV
2164735,wzQd0ZlgdXR,Widjiko Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,w1eEMvV7mxz,Amach Subcounty,wzQd0ZlgdXR,Widjiko Health Centre II,p.ug.DHIS2.vK5YnANfuWd
2151317,w1eEMvV7mxz,Amach Subcounty,6,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,w1eEMvV7mxz,Amach Subcounty,,,p.ug.4.Amach Subcounty
2166326,SkK8oDZXvTn,Apua Health Centre II,7,ybg3MO3hcf4,Global,KSkooYTy8FB,Africa,FETQ6OmnsKB,Uganda,o6ubHRhxI6L,Mid Northern,sVmb2FInHpI,Lira District,oFPCsuCkamQ,Aromo Subcounty,SkK8oDZXvTn,Apua Health Centre II,p.ug.HIBRID.95075
